Top 5 Parameter Sets by Total PnL:

LONG: z=-0.5, window=10, ema_fast=24, ema_slow=70, tp=0.05, max_hold=60, PnL=1104.58, Trades=176, WinRate=57.95%
  Entry: 2024-05-23 12:00:00-04:00 @ 453.65 | Exit (EMA): 2024-05-31 08:00:00-04:00 @ 444.50 | Profit: -9.15
  Entry: 2024-07-17 12:00:00-04:00 @ 481.85 | Exit (EMA): 2024-07-19 12:00:00-04:00 @ 475.24 | Profit: -6.61
  Entry: 2024-07-17 16:00:00-04:00 @ 483.43 | Exit (EMA): 2024-07-19 12:00:00-04:00 @ 475.24 | Profit: -8.19
  Entry: 2024-07-18 04:00:00-04:00 @ 484.21 | Exit (EMA): 2024-07-19 12:00:00-04:00 @ 475.24 | Profit: -8.97
  Entry: 2024-07-18 08:00:00-04:00 @ 477.16 | Exit (EMA): 2024-07-19 12:00:00-04:00 @ 475.24 | Profit: -1.92
  Entry: 2024-07-18 12:00:00-04:00 @ 479.51 | Exit (EMA): 2024-07-19 12:00:00-04:00 @ 475.24 | Profit: -4.27
  Entry: 2024-07-18 16:00:00-04:00 @ 480.86 | Exit (EMA): 2024-07-19 12:00:00-04:00 @ 475.24 | Profit: -5.62
  Entry: 2024-07-19 04:00:00-04:00 @ 480.43 | Exit (EMA): 2024-07-19 12:00:00-04:00 @ 475.24 | Profit: -5.19
  Entry: 2024-07-19 08:00:00-04:00 @ 477.87 | Exit (EMA): 2024-07-19 12:00:00-04:00 @ 475.24 | Profit: -2.63
  Entry: 2024-08-26 08:00:00-04:00 @ 474.47 | Exit (EMA): 2024-09-04 08:00:00-04:00 @ 461.86 | Profit: -12.61
  Entry: 2024-08-26 12:00:00-04:00 @ 475.33 | Exit (EMA): 2024-09-04 08:00:00-04:00 @ 461.86 | Profit: -13.47
  Entry: 2024-08-26 16:00:00-04:00 @ 474.80 | Exit (EMA): 2024-09-04 08:00:00-04:00 @ 461.86 | Profit: -12.94
  Entry: 2024-08-28 08:00:00-04:00 @ 471.52 | Exit (EMA): 2024-09-04 08:00:00-04:00 @ 461.86 | Profit: -9.66
  Entry: 2024-08-28 12:00:00-04:00 @ 471.29 | Exit (EMA): 2024-09-04 08:00:00-04:00 @ 461.86 | Profit: -9.43
  Entry: 2024-08-28 16:00:00-04:00 @ 465.82 | Exit (EMA): 2024-09-04 08:00:00-04:00 @ 461.86 | Profit: -3.96
  Entry: 2024-08-29 04:00:00-04:00 @ 472.50 | Exit (EMA): 2024-09-04 08:00:00-04:00 @ 461.86 | Profit: -10.64
  Entry: 2024-08-29 12:00:00-04:00 @ 470.69 | Exit (EMA): 2024-09-04 08:00:00-04:00 @ 461.86 | Profit: -8.83
  Entry: 2024-08-29 16:00:00-04:00 @ 471.61 | Exit (EMA): 2024-09-04 08:00:00-04:00 @ 461.86 | Profit: -9.75
  Entry: 2024-09-03 08:00:00-04:00 @ 465.18 | Exit (EMA): 2024-09-04 08:00:00-04:00 @ 461.86 | Profit: -3.32
  Entry: 2024-09-03 12:00:00-04:00 @ 461.82 | Exit (EMA): 2024-09-04 08:00:00-04:00 @ 461.86 | Profit: 0.04
  Entry: 2024-09-03 16:00:00-04:00 @ 460.51 | Exit (EMA): 2024-09-04 08:00:00-04:00 @ 461.86 | Profit: 1.35
  Entry: 2024-09-04 04:00:00-04:00 @ 458.57 | Exit (EMA): 2024-09-04 08:00:00-04:00 @ 461.86 | Profit: 3.29
  Entry: 2024-10-01 08:00:00-04:00 @ 479.88 | Exit (TIME): 2024-10-22 08:00:00-04:00 @ 494.41 | Profit: 14.53
  Entry: 2024-10-01 12:00:00-04:00 @ 481.17 | Exit (TIME): 2024-10-22 12:00:00-04:00 @ 495.98 | Profit: 14.81
  Entry: 2024-10-01 16:00:00-04:00 @ 480.01 | Exit (TIME): 2024-10-22 16:00:00-04:00 @ 495.75 | Profit: 15.74
  Entry: 2024-10-02 04:00:00-04:00 @ 480.14 | Exit (TIME): 2024-10-23 04:00:00-04:00 @ 494.58 | Profit: 14.44
  Entry: 2024-10-02 12:00:00-04:00 @ 481.94 | Exit (TIME): 2024-10-23 12:00:00-04:00 @ 488.34 | Profit: 6.40
  Entry: 2024-10-03 04:00:00-04:00 @ 481.26 | Exit (TIME): 2024-10-24 04:00:00-04:00 @ 493.17 | Profit: 11.91
  Entry: 2024-10-03 12:00:00-04:00 @ 481.62 | Exit (TIME): 2024-10-24 12:00:00-04:00 @ 492.33 | Profit: 10.71
  Entry: 2024-10-03 16:00:00-04:00 @ 481.49 | Exit (TIME): 2024-10-24 16:00:00-04:00 @ 492.32 | Profit: 10.83
  Entry: 2024-10-07 12:00:00-04:00 @ 482.05 | Exit (TIME): 2024-10-28 12:00:00-04:00 @ 495.43 | Profit: 13.38
  Entry: 2024-10-07 16:00:00-04:00 @ 481.87 | Exit (TIME): 2024-10-28 16:00:00-04:00 @ 495.60 | Profit: 13.73
  Entry: 2024-10-16 08:00:00-04:00 @ 489.22 | Exit (EMA): 2024-11-04 07:00:00-05:00 @ 488.39 | Profit: -0.83
  Entry: 2024-10-21 04:00:00-04:00 @ 491.62 | Exit (EMA): 2024-11-04 07:00:00-05:00 @ 488.39 | Profit: -3.23
  Entry: 2024-10-23 08:00:00-04:00 @ 491.73 | Exit (EMA): 2024-11-04 07:00:00-05:00 @ 488.39 | Profit: -3.34
  Entry: 2024-10-23 12:00:00-04:00 @ 488.34 | Exit (EMA): 2024-11-04 07:00:00-05:00 @ 488.39 | Profit: 0.05
  Entry: 2024-10-23 16:00:00-04:00 @ 490.10 | Exit (EMA): 2024-11-04 07:00:00-05:00 @ 488.39 | Profit: -1.71
  Entry: 2024-10-24 08:00:00-04:00 @ 491.05 | Exit (EMA): 2024-11-04 07:00:00-05:00 @ 488.39 | Profit: -2.66
  Entry: 2024-10-30 16:00:00-04:00 @ 493.69 | Exit (EMA): 2024-11-04 07:00:00-05:00 @ 488.39 | Profit: -5.30
  Entry: 2024-10-31 04:00:00-04:00 @ 492.97 | Exit (EMA): 2024-11-04 07:00:00-05:00 @ 488.39 | Profit: -4.58
  Entry: 2024-10-31 08:00:00-04:00 @ 485.27 | Exit (EMA): 2024-11-04 07:00:00-05:00 @ 488.39 | Profit: 3.12
  Entry: 2024-10-31 12:00:00-04:00 @ 483.91 | Exit (EMA): 2024-11-04 07:00:00-05:00 @ 488.39 | Profit: 4.48
  Entry: 2024-10-31 16:00:00-04:00 @ 485.37 | Exit (EMA): 2024-11-04 07:00:00-05:00 @ 488.39 | Profit: 3.02
  Entry: 2024-11-01 04:00:00-04:00 @ 486.46 | Exit (EMA): 2024-11-04 07:00:00-05:00 @ 488.39 | Profit: 1.93
  Entry: 2024-11-01 08:00:00-04:00 @ 489.22 | Exit (EMA): 2024-11-04 07:00:00-05:00 @ 488.39 | Profit: -0.83
  Entry: 2024-11-01 12:00:00-04:00 @ 487.39 | Exit (EMA): 2024-11-04 07:00:00-05:00 @ 488.39 | Profit: 1.00
  Entry: 2024-11-01 16:00:00-04:00 @ 488.20 | Exit (EMA): 2024-11-04 07:00:00-05:00 @ 488.39 | Profit: 0.19
  Entry: 2024-11-04 04:00:00-05:00 @ 488.32 | Exit (EMA): 2024-11-04 07:00:00-05:00 @ 488.39 | Profit: 0.07
  Entry: 2024-11-14 11:00:00-05:00 @ 510.17 | Exit (TIME): 2024-12-03 15:00:00-05:00 @ 518.19 | Profit: 8.02
  Entry: 2024-11-14 15:00:00-05:00 @ 507.27 | Exit (TIME): 2024-12-03 19:00:00-05:00 @ 517.97 | Profit: 10.70
  Entry: 2024-11-14 19:00:00-05:00 @ 506.67 | Exit (TIME): 2024-12-04 04:00:00-05:00 @ 520.30 | Profit: 13.63
  Entry: 2024-11-15 04:00:00-05:00 @ 505.08 | Exit (TIME): 2024-12-04 07:00:00-05:00 @ 521.87 | Profit: 16.79
  Entry: 2024-11-15 07:00:00-05:00 @ 498.18 | Exit (TIME): 2024-12-04 11:00:00-05:00 @ 522.61 | Profit: 24.43
  Entry: 2024-11-15 11:00:00-05:00 @ 495.79 | Exit (TP): 2024-12-04 07:00:00-05:00 @ 521.87 | Profit: 26.08
  Entry: 2024-11-15 15:00:00-05:00 @ 496.96 | Exit (TP): 2024-12-04 07:00:00-05:00 @ 521.87 | Profit: 24.91
  Entry: 2024-11-15 19:00:00-05:00 @ 497.00 | Exit (TP): 2024-12-04 07:00:00-05:00 @ 521.87 | Profit: 24.87
  Entry: 2024-11-18 04:00:00-05:00 @ 498.47 | Exit (TIME): 2024-12-05 07:00:00-05:00 @ 522.47 | Profit: 24.00
  Entry: 2024-11-18 07:00:00-05:00 @ 501.10 | Exit (TIME): 2024-12-05 11:00:00-05:00 @ 522.28 | Profit: 21.18
  Entry: 2024-11-18 11:00:00-05:00 @ 500.18 | Exit (TIME): 2024-12-05 15:00:00-05:00 @ 521.33 | Profit: 21.15
  Entry: 2024-11-18 15:00:00-05:00 @ 499.80 | Exit (TIME): 2024-12-05 19:00:00-05:00 @ 521.36 | Profit: 21.56
  Entry: 2024-11-18 19:00:00-05:00 @ 499.91 | Exit (TIME): 2024-12-06 04:00:00-05:00 @ 521.73 | Profit: 21.82
  Entry: 2024-11-19 04:00:00-05:00 @ 498.86 | Exit (TP): 2024-12-06 07:00:00-05:00 @ 525.54 | Profit: 26.68
  Entry: 2024-11-19 07:00:00-05:00 @ 500.24 | Exit (TP): 2024-12-06 07:00:00-05:00 @ 525.54 | Profit: 25.30
  Entry: 2024-11-20 07:00:00-05:00 @ 500.10 | Exit (TP): 2024-12-06 07:00:00-05:00 @ 525.54 | Profit: 25.44
  Entry: 2024-11-20 11:00:00-05:00 @ 499.74 | Exit (TP): 2024-12-06 07:00:00-05:00 @ 525.54 | Profit: 25.80
  Entry: 2024-11-20 19:00:00-05:00 @ 500.77 | Exit (TP): 2024-12-06 11:00:00-05:00 @ 525.91 | Profit: 25.14
  Entry: 2024-11-27 07:00:00-05:00 @ 503.58 | Exit (TP): 2024-12-11 11:00:00-05:00 @ 530.08 | Profit: 26.50
  Entry: 2024-12-18 11:00:00-05:00 @ 526.47 | Exit (EMA): 2024-12-23 07:00:00-05:00 @ 518.08 | Profit: -8.39
  Entry: 2024-12-18 15:00:00-05:00 @ 516.15 | Exit (EMA): 2024-12-23 07:00:00-05:00 @ 518.08 | Profit: 1.93
  Entry: 2024-12-18 19:00:00-05:00 @ 517.78 | Exit (EMA): 2024-12-23 07:00:00-05:00 @ 518.08 | Profit: 0.30
  Entry: 2024-12-19 04:00:00-05:00 @ 518.63 | Exit (EMA): 2024-12-23 07:00:00-05:00 @ 518.08 | Profit: -0.55
  Entry: 2024-12-19 07:00:00-05:00 @ 518.32 | Exit (EMA): 2024-12-23 07:00:00-05:00 @ 518.08 | Profit: -0.24
  Entry: 2024-12-19 11:00:00-05:00 @ 516.18 | Exit (EMA): 2024-12-23 07:00:00-05:00 @ 518.08 | Profit: 1.90
  Entry: 2024-12-19 15:00:00-05:00 @ 514.00 | Exit (EMA): 2024-12-23 07:00:00-05:00 @ 518.08 | Profit: 4.08
  Entry: 2024-12-19 19:00:00-05:00 @ 511.70 | Exit (EMA): 2024-12-23 07:00:00-05:00 @ 518.08 | Profit: 6.38
  Entry: 2024-12-20 04:00:00-05:00 @ 507.39 | Exit (EMA): 2024-12-23 07:00:00-05:00 @ 518.08 | Profit: 10.69
  Entry: 2024-12-20 07:00:00-05:00 @ 517.86 | Exit (EMA): 2024-12-23 07:00:00-05:00 @ 518.08 | Profit: 0.22
  Entry: 2024-12-20 15:00:00-05:00 @ 520.22 | Exit (EMA): 2024-12-23 07:00:00-05:00 @ 518.08 | Profit: -2.14
  Entry: 2024-12-23 04:00:00-05:00 @ 518.72 | Exit (EMA): 2024-12-23 07:00:00-05:00 @ 518.08 | Profit: -0.64
  Entry: 2024-12-27 07:00:00-05:00 @ 520.25 | Exit (EMA): 2024-12-30 15:00:00-05:00 @ 515.07 | Profit: -5.18
  Entry: 2024-12-27 11:00:00-05:00 @ 522.62 | Exit (EMA): 2024-12-30 15:00:00-05:00 @ 515.07 | Profit: -7.55
  Entry: 2024-12-27 15:00:00-05:00 @ 522.45 | Exit (EMA): 2024-12-30 15:00:00-05:00 @ 515.07 | Profit: -7.38
  Entry: 2024-12-27 19:00:00-05:00 @ 522.43 | Exit (EMA): 2024-12-30 15:00:00-05:00 @ 515.07 | Profit: -7.36
  Entry: 2024-12-30 04:00:00-05:00 @ 521.26 | Exit (EMA): 2024-12-30 15:00:00-05:00 @ 515.07 | Profit: -6.19
  Entry: 2024-12-30 07:00:00-05:00 @ 514.60 | Exit (EMA): 2024-12-30 15:00:00-05:00 @ 515.07 | Profit: 0.47
  Entry: 2024-12-30 11:00:00-05:00 @ 518.40 | Exit (EMA): 2024-12-30 15:00:00-05:00 @ 515.07 | Profit: -3.33
  Entry: 2025-01-27 04:00:00-05:00 @ 508.02 | Exit (TIME): 2025-02-12 04:00:00-05:00 @ 527.95 | Profit: 19.93
  Entry: 2025-01-27 07:00:00-05:00 @ 515.44 | Exit (TIME): 2025-02-12 07:00:00-05:00 @ 526.54 | Profit: 11.10
  Entry: 2025-01-27 11:00:00-05:00 @ 511.02 | Exit (TIME): 2025-02-12 11:00:00-05:00 @ 528.95 | Profit: 17.93
  Entry: 2025-01-27 15:00:00-05:00 @ 515.74 | Exit (TIME): 2025-02-12 15:00:00-05:00 @ 530.30 | Profit: 14.56
  Entry: 2025-01-27 19:00:00-05:00 @ 514.70 | Exit (TIME): 2025-02-12 19:00:00-05:00 @ 530.54 | Profit: 15.84
  Entry: 2025-01-28 04:00:00-05:00 @ 516.14 | Exit (TIME): 2025-02-13 04:00:00-05:00 @ 529.05 | Profit: 12.91
  Entry: 2025-01-30 07:00:00-05:00 @ 519.26 | Exit (TIME): 2025-02-18 07:00:00-05:00 @ 538.08 | Profit: 18.82
  Entry: 2025-01-31 15:00:00-05:00 @ 521.13 | Exit (TIME): 2025-02-19 15:00:00-05:00 @ 538.80 | Profit: 17.67
  Entry: 2025-01-31 19:00:00-05:00 @ 519.59 | Exit (TIME): 2025-02-19 19:00:00-05:00 @ 539.04 | Profit: 19.45
  Entry: 2025-02-03 04:00:00-05:00 @ 513.73 | Exit (TP): 2025-02-18 04:00:00-05:00 @ 540.29 | Profit: 26.56
  Entry: 2025-02-03 07:00:00-05:00 @ 518.44 | Exit (TIME): 2025-02-20 07:00:00-05:00 @ 533.20 | Profit: 14.76
  Entry: 2025-02-04 04:00:00-05:00 @ 518.11 | Exit (TIME): 2025-02-21 04:00:00-05:00 @ 537.91 | Profit: 19.80
  Entry: 2025-02-05 04:00:00-05:00 @ 520.46 | Exit (TIME): 2025-02-24 04:00:00-05:00 @ 528.45 | Profit: 7.99
  Entry: 2025-02-07 11:00:00-05:00 @ 523.45 | Exit (EMA): 2025-02-25 04:00:00-05:00 @ 518.65 | Profit: -4.80
  Entry: 2025-02-07 15:00:00-05:00 @ 521.96 | Exit (EMA): 2025-02-25 04:00:00-05:00 @ 518.65 | Profit: -3.31
  Entry: 2025-02-07 19:00:00-05:00 @ 521.85 | Exit (EMA): 2025-02-25 04:00:00-05:00 @ 518.65 | Profit: -3.20
  Entry: 2025-02-20 07:00:00-05:00 @ 533.20 | Exit (EMA): 2025-02-25 04:00:00-05:00 @ 518.65 | Profit: -14.55
  Entry: 2025-02-21 07:00:00-05:00 @ 534.02 | Exit (EMA): 2025-02-25 04:00:00-05:00 @ 518.65 | Profit: -15.37
  Entry: 2025-02-21 11:00:00-05:00 @ 526.27 | Exit (EMA): 2025-02-25 04:00:00-05:00 @ 518.65 | Profit: -7.62
  Entry: 2025-02-21 15:00:00-05:00 @ 526.09 | Exit (EMA): 2025-02-25 04:00:00-05:00 @ 518.65 | Profit: -7.44
  Entry: 2025-02-21 19:00:00-05:00 @ 525.99 | Exit (EMA): 2025-02-25 04:00:00-05:00 @ 518.65 | Profit: -7.34
  Entry: 2025-02-24 04:00:00-05:00 @ 528.45 | Exit (EMA): 2025-02-25 04:00:00-05:00 @ 518.65 | Profit: -9.80
  Entry: 2025-02-24 07:00:00-05:00 @ 521.55 | Exit (EMA): 2025-02-25 04:00:00-05:00 @ 518.65 | Profit: -2.90
  Entry: 2025-02-24 11:00:00-05:00 @ 523.03 | Exit (EMA): 2025-02-25 04:00:00-05:00 @ 518.65 | Profit: -4.38
  Entry: 2025-02-24 15:00:00-05:00 @ 519.10 | Exit (EMA): 2025-02-25 04:00:00-05:00 @ 518.65 | Profit: -0.45
  Entry: 2025-02-24 19:00:00-05:00 @ 520.14 | Exit (EMA): 2025-02-25 04:00:00-05:00 @ 518.65 | Profit: -1.49
  Entry: 2025-05-21 12:00:00-04:00 @ 513.04 | Exit (TIME): 2025-06-12 12:00:00-04:00 @ 533.66 | Profit: 20.62
  Entry: 2025-05-21 16:00:00-04:00 @ 513.00 | Exit (TIME): 2025-06-12 16:00:00-04:00 @ 530.13 | Profit: 17.13
  Entry: 2025-05-22 04:00:00-04:00 @ 511.53 | Exit (TIME): 2025-06-13 04:00:00-04:00 @ 527.78 | Profit: 16.25
  Entry: 2025-05-23 04:00:00-04:00 @ 505.67 | Exit (TP): 2025-06-05 08:00:00-04:00 @ 532.79 | Profit: 27.12
  Entry: 2025-05-23 08:00:00-04:00 @ 508.27 | Exit (TP): 2025-06-10 12:00:00-04:00 @ 534.27 | Profit: 26.00
  Entry: 2025-05-23 12:00:00-04:00 @ 509.27 | Exit (TP): 2025-06-11 08:00:00-04:00 @ 535.04 | Profit: 25.77
  Entry: 2025-05-23 16:00:00-04:00 @ 508.34 | Exit (TP): 2025-06-10 12:00:00-04:00 @ 534.27 | Profit: 25.93
  Entry: 2025-06-12 04:00:00-04:00 @ 528.85 | Exit (TP): 2025-07-03 08:00:00-04:00 @ 556.78 | Profit: 27.93
  Entry: 2025-06-13 04:00:00-04:00 @ 527.78 | Exit (TP): 2025-07-03 08:00:00-04:00 @ 556.78 | Profit: 29.00
  Entry: 2025-06-13 12:00:00-04:00 @ 526.93 | Exit (TP): 2025-07-03 08:00:00-04:00 @ 556.78 | Profit: 29.85
  Entry: 2025-06-13 16:00:00-04:00 @ 526.98 | Exit (TP): 2025-07-03 08:00:00-04:00 @ 556.78 | Profit: 29.80
  Entry: 2025-06-17 12:00:00-04:00 @ 529.00 | Exit (TP): 2025-07-03 08:00:00-04:00 @ 556.78 | Profit: 27.78
  Entry: 2025-06-17 16:00:00-04:00 @ 527.75 | Exit (TP): 2025-07-03 08:00:00-04:00 @ 556.78 | Profit: 29.03
  Entry: 2025-06-18 12:00:00-04:00 @ 528.96 | Exit (TP): 2025-07-03 08:00:00-04:00 @ 556.78 | Profit: 27.82
  Entry: 2025-06-18 16:00:00-04:00 @ 528.96 | Exit (TP): 2025-07-03 08:00:00-04:00 @ 556.78 | Profit: 27.82
  Entry: 2025-06-20 08:00:00-04:00 @ 526.83 | Exit (TP): 2025-07-03 08:00:00-04:00 @ 556.78 | Profit: 29.95
  Entry: 2025-06-20 12:00:00-04:00 @ 526.70 | Exit (TP): 2025-07-03 08:00:00-04:00 @ 556.78 | Profit: 30.08
  Entry: 2025-06-20 16:00:00-04:00 @ 527.47 | Exit (TP): 2025-07-03 08:00:00-04:00 @ 556.78 | Profit: 29.31
  Entry: 2025-06-23 04:00:00-04:00 @ 525.80 | Exit (TP): 2025-07-03 08:00:00-04:00 @ 556.78 | Profit: 30.98
  Entry: 2025-07-31 12:00:00-04:00 @ 564.98 | Exit (TIME): 2025-08-21 12:00:00-04:00 @ 563.31 | Profit: -1.67
  Entry: 2025-07-31 16:00:00-04:00 @ 563.57 | Exit (TIME): 2025-08-21 16:00:00-04:00 @ 564.06 | Profit: 0.49
  Entry: 2025-08-01 04:00:00-04:00 @ 559.81 | Exit (TIME): 2025-08-22 04:00:00-04:00 @ 564.34 | Profit: 4.53
  Entry: 2025-08-01 08:00:00-04:00 @ 556.92 | Exit (TIME): 2025-08-22 08:00:00-04:00 @ 572.02 | Profit: 15.10
  Entry: 2025-08-01 12:00:00-04:00 @ 553.86 | Exit (TIME): 2025-08-22 12:00:00-04:00 @ 572.02 | Profit: 18.16
  Entry: 2025-08-01 16:00:00-04:00 @ 553.04 | Exit (TP): 2025-08-13 04:00:00-04:00 @ 581.55 | Profit: 28.51
  Entry: 2025-08-04 04:00:00-04:00 @ 557.92 | Exit (TIME): 2025-08-25 04:00:00-04:00 @ 570.41 | Profit: 12.49
  Entry: 2025-08-05 08:00:00-04:00 @ 560.76 | Exit (TIME): 2025-08-26 08:00:00-04:00 @ 570.97 | Profit: 10.21
  Entry: 2025-08-05 12:00:00-04:00 @ 560.19 | Exit (TIME): 2025-08-26 12:00:00-04:00 @ 572.63 | Profit: 12.44
  Entry: 2025-08-05 16:00:00-04:00 @ 558.24 | Exit (TIME): 2025-08-26 16:00:00-04:00 @ 573.33 | Profit: 15.09
  Entry: 2025-08-19 08:00:00-04:00 @ 571.46 | Exit (EMA): 2025-09-02 12:00:00-04:00 @ 565.63 | Profit: -5.83
  Entry: 2025-08-19 12:00:00-04:00 @ 569.28 | Exit (EMA): 2025-09-02 12:00:00-04:00 @ 565.63 | Profit: -3.65
  Entry: 2025-08-19 16:00:00-04:00 @ 568.09 | Exit (EMA): 2025-09-02 12:00:00-04:00 @ 565.63 | Profit: -2.46
  Entry: 2025-08-20 04:00:00-04:00 @ 567.84 | Exit (EMA): 2025-09-02 12:00:00-04:00 @ 565.63 | Profit: -2.21
  Entry: 2025-08-20 08:00:00-04:00 @ 562.13 | Exit (EMA): 2025-09-02 12:00:00-04:00 @ 565.63 | Profit: 3.50
  Entry: 2025-08-20 12:00:00-04:00 @ 565.86 | Exit (EMA): 2025-09-02 12:00:00-04:00 @ 565.63 | Profit: -0.23
  Entry: 2025-08-20 16:00:00-04:00 @ 565.70 | Exit (EMA): 2025-09-02 12:00:00-04:00 @ 565.63 | Profit: -0.07
  Entry: 2025-08-21 04:00:00-04:00 @ 564.84 | Exit (EMA): 2025-09-02 12:00:00-04:00 @ 565.63 | Profit: 0.79
  Entry: 2025-08-21 08:00:00-04:00 @ 563.02 | Exit (EMA): 2025-09-02 12:00:00-04:00 @ 565.63 | Profit: 2.61
  Entry: 2025-08-21 12:00:00-04:00 @ 563.31 | Exit (EMA): 2025-09-02 12:00:00-04:00 @ 565.63 | Profit: 2.32
  Entry: 2025-08-21 16:00:00-04:00 @ 564.06 | Exit (EMA): 2025-09-02 12:00:00-04:00 @ 565.63 | Profit: 1.57
  Entry: 2025-08-22 04:00:00-04:00 @ 564.34 | Exit (EMA): 2025-09-02 12:00:00-04:00 @ 565.63 | Profit: 1.29
  Entry: 2025-08-29 08:00:00-04:00 @ 569.34 | Exit (EMA): 2025-09-02 12:00:00-04:00 @ 565.63 | Profit: -3.71
  Entry: 2025-08-29 12:00:00-04:00 @ 570.29 | Exit (EMA): 2025-09-02 12:00:00-04:00 @ 565.63 | Profit: -4.66
  Entry: 2025-08-29 16:00:00-04:00 @ 569.69 | Exit (EMA): 2025-09-02 12:00:00-04:00 @ 565.63 | Profit: -4.06
  Entry: 2025-09-02 04:00:00-04:00 @ 564.34 | Exit (EMA): 2025-09-02 12:00:00-04:00 @ 565.63 | Profit: 1.29
  Entry: 2025-09-02 08:00:00-04:00 @ 560.09 | Exit (EMA): 2025-09-02 12:00:00-04:00 @ 565.63 | Profit: 5.54

LONG: z=-0.6, window=10, ema_fast=24, ema_slow=70, tp=0.05, max_hold=60, PnL=1098.14, Trades=167, WinRate=59.28%
  Entry: 2024-05-23 12:00:00-04:00 @ 453.65 | Exit (EMA): 2024-05-31 08:00:00-04:00 @ 444.50 | Profit: -9.15
  Entry: 2024-05-29 16:00:00-04:00 @ 454.41 | Exit (EMA): 2024-05-31 08:00:00-04:00 @ 444.50 | Profit: -9.91
  Entry: 2024-05-30 04:00:00-04:00 @ 455.04 | Exit (EMA): 2024-05-31 08:00:00-04:00 @ 444.50 | Profit: -10.54
  Entry: 2024-05-30 08:00:00-04:00 @ 453.16 | Exit (EMA): 2024-05-31 08:00:00-04:00 @ 444.50 | Profit: -8.66
  Entry: 2024-05-30 12:00:00-04:00 @ 451.55 | Exit (EMA): 2024-05-31 08:00:00-04:00 @ 444.50 | Profit: -7.05
  Entry: 2024-05-30 16:00:00-04:00 @ 450.39 | Exit (EMA): 2024-05-31 08:00:00-04:00 @ 444.50 | Profit: -5.89
  Entry: 2024-05-31 04:00:00-04:00 @ 450.56 | Exit (EMA): 2024-05-31 08:00:00-04:00 @ 444.50 | Profit: -6.06
  Entry: 2024-06-24 12:00:00-04:00 @ 473.97 | Exit (TP): 2024-07-08 16:00:00-04:00 @ 499.09 | Profit: 25.12
  Entry: 2024-06-24 16:00:00-04:00 @ 474.56 | Exit (TP): 2024-07-08 16:00:00-04:00 @ 499.09 | Profit: 24.53
